rcode	    名称	现价	总市值	流通市值	所属行业
603232	格尔软件	45.17	2755370000	688842500	计算机应用
300061	康旗股份	18.17	9559049000	2640131000	家用轻工
300205	天喻信息	11	4730616000	4680670400	通信设备
002583	海能达	14.85	25925408000	12708487300	通信设备
002577	雷柏科技	21.45	6072010200	6032866100	计算机设备
002881	美格智能	23.6	2517412000	629412000	电子制造
002883	中设股份	43.17	2302407200	575607200	建筑装饰
002707	众信旅游	12	10119485000	5451327300	景点及旅游
002185	华天科技	7.09	15109591000	15104536000	半导体及元件
002111	威海广泰	17.45	6662889900	4600925900	专用设备
000983	西山煤电	10.35	32614920000	32614896000	煤炭开采
603189	网达软件	19.05	4206240000	1051560000	计算机应用
002513	蓝丰生化	11.97	4070832700	2963384900	化学制品
300443	金雷风电	22.84	5437217400	2617885300	通用设备
603577	汇金通	16.84	2947336800	737086800	通用设备
300417	南华仪器	24.94	2035104000	690270620	仪器仪表
603819	神力股份	22.22	2666400000	666600000	电气设备
603933	睿能科技	45.39	4660191300	1165161300	计算机应用
603239	浙江仙通	22.15	5996448000	1499112000	汽车零部件
002812	创新股份	98.18	13396661000	3287066400	包装印刷
300475	聚隆科技	15.64	3128000000	1133900000	白色家电
600237	铜峰电子	6.47	3651471100	3651471100	半导体及元件
002643	万润股份	13.47	12246024400	11031519900	化学制品
000558	莱茵体育	7	9024567600	8027286700	房地产开发
600336	澳柯玛	5.92	4598379400	4026026200	白色家电
002850	科达利	77.3	10822000000	2705500000	电气设备
002178	延华智能	10.73	7683091300	6513203400	建筑装饰
603656	泰禾光电	32.72	3479575700	869893920	专用设备
300647	超频三	19.83	2379600000	594900000	电子制造
601881	中国银河	12.32	1.24891E+11	7392000000	证券
300469	信息发展	46	3141800000	1304249960	计算机应用
300519	新光药业	24.05	3848000000	2376140000	中药
603668	天马科技	13.89	4122552000	1030638000	农产品加工
300584	海辰药业	32.58	2606400000	647517730	化学制药
600010	包钢股份	2.67	1.21712E+11	58843686000	钢铁
300342	天银机电	14.4	6150099900	5663973700	白色家电
002211	宏达新材	9.06	3918230600	3914266800	化学制品
002815	崇达技术	29.84	12234400000	1492000000	半导体及元件
002011	盾安环境	10.65	9768309700	8939560600	白色家电
600386	北巴传媒	13.31	5366592000	5366592000	传媒
300517	海波重科	23.95	2452480000	981351250	建筑装饰
002675	东诚药业	12.23	8605065100	6577388500	化学制药
300170	汉得信息	11.12	9539713100	7300156700	计算机应用
000065	北方国际	24.3	12465987700	9732410500	建筑装饰
300484	蓝海华腾	26.28	5466240000	2467324100	电气设备
000728	国元证券	13.13	38682950000	38682950000	证券
002593	日上集团	5.24	3673999800	2441803300	汽车零部件
601890	亚星锚链	8.88	8519472000	8519472000	国防军工
603690	至纯科技	15.14	3185456000	787280000	专用设备
002494	华斯股份	13.56	5228204700	3514597800	服装家纺
300071	华谊嘉信	8.34	5658619000	3685447600	传媒
002820	桂发祥	30.22	3868160000	967040000	食品加工制造
002842	翔鹭钨业	40.98	4098000000	1024500000	有色冶炼加工
300551	古鳌科技	31.1	2281496000	570996000	计算机设备
000909	数源科技	12.42	3879417600	3651480000	计算机设备
603023	威帝股份	10.35	3726000000	1314625950	汽车零部件
601798	蓝科高新	10.81	3832449800	3832449800	专用设备
000055	方大集团	7.71	9125881800	5229259700	建筑装饰
300187	永清环保	10.79	6997641800	6417867100	环保工程
603919	金徽酒	21.04	7658560000	2437241000	饮料制造
000738	航发控制	19.45	22282744000	22282744000	国防军工
601958	金钼股份	8.69	28039192000	28039192000	有色冶炼加工
603606	东方电缆	11.75	3653897500	1636046500	电气设备
002709	天赐材料	43.91	14927732000	8218205000	化学制品
000839	中信国安	9.69	37983117000	37975180000	综合
002559	亚威股份	11.19	4173909000	3390648500	通用设备
002689	远大智能	6.59	6302069600	6208321000	专用设备
601128	常熟银行	10.63	23627598000	2362759800	银行
000996	中国中期	13.66	4712700000	4712700000	交运设备服务
600885	宏发股份	40.42	21502330000	21502330000	电气设备
300445	康斯特	18.15	3006217200	740520000	仪器仪表
603595	东尼电子	57.47	5747000000	1436750000	其他电子
600466	蓝光发展	9.07	19358075000	8004765800	房地产开发
002822	中装建设	11.08	6648000000	1662000000	建筑装饰
300161	华中数控	17.6	3041124900	2834430900	通用设备
600090	同济堂	9.03	13000156400	6345353700	医药商业
000920	南方汇通	11.53	4865660000	4864424300	化学制品
002389	南洋科技	23.56	16700433000	12437525700	半导体及元件
600446	金证股份	18.01	15038521000	14433385000	计算机应用
603218	日月股份	30.5	12230500000	1250500000	通用设备
600562	国睿科技	27.45	13141174800	8993881100	国防军工
603360	百傲化学	25.45	3393503000	848503000	化学制品
000700	模塑科技	7.98	5723319100	5565122400	汽车零部件
002813	路畅科技	31.87	3824400000	956100000	其他电子
600459	贵研铂业	22.39	5843291600	5843291600	有色冶炼加工
002381	双箭股份	8.95	3835075000	1938647600	化工合成材料
002276	万马股份	10.93	11317895800	10241795500	电气设备
600192	长城电工	7.94	3507479100	3507479100	电气设备
300638	广和通	30.26	2420800000	605200000	通信设备
000034	神州数码	18.85	12329227700	6747733200	贸易
300188	美亚柏科	18.31	9087994700	5426353200	计算机应用
300611	美力科技	17.3	3095844500	774002000	通用设备
601211	国泰君安	19.75	1.721E+11	93470634000	证券
300019	硅宝科技	9.38	3103860300	1923276700	化学制品
603730	岱美股份	36.95	15075600000	1773600000	汽车零部件
603015	弘讯科技	10.34	4196695800	1656468000	电气设备
300076	GQY视讯	7.38	3129120000	2715229700	光学光电子
300040	九洲电气	10.81	3742283700	2478067400	电气设备
300382	斯莱克	14.67	4590847800	2356107700	专用设备
300251	光线传媒	8.79	25786418000	24186755000	传媒
600405	动力源	7.81	4393909500	4321081200	电气设备
300426	唐德影视	24.4	9760000000	3666201600	传媒
002387	黑牛食品	17.08	8018367500	5465907900	饮料制造
002747	埃斯顿	12.66	10596128900	2278800000	通用设备
600316	洪都航空	18.47	13245105000	13245105000	国防军工
000833	贵糖股份	8.26	5520999300	3122994100	造纸
300166	东方国信	15.04	15791541000	12129030300	计算机应用
300287	飞利信	8.72	12515587600	9076093200	计算机应用
002406	远东传动	8.22	4611420000	3209943000	汽车零部件
002282	博深工具	19.79	6691592700	3715672200	通用设备
600570	恒生电子	47.25	29191295000	29191295000	计算机应用
002446	盛路通信	12.53	9549241600	4119245500	通信设备
300127	银河磁体	18.3	5913578400	4045030000	新材料
300597	吉大通信	14.92	3580800000	895200000	通信设备
603355	莱克电气	47.14	18903140000	3143766600	白色家电
000536	华映科技	5.76	15932349000	7161512800	光学光电子
300607	拓斯达	54.22	7072570000	1768439500	通用设备
300468	四方精创	42.18	4446181100	2820086000	计算机应用
600390	五矿资本	13.42	50303365000	6055860900	保险及其他
002338	奥普光电	16.76	4022400000	4021888800	仪器仪表
002637	赞宇科技	11	4584800000	2520619000	化学制品
000890	法 尔 胜	8.13	3086486200	3086341900	通用设备
300649	杭州园林	63.6	4070400000	1017600000	建筑装饰
600525	长园集团	17.21	22670928000	21436334000	电气设备
600789	鲁抗医药	8.6	5001549100	5001549100	化学制药
002698	博实股份	11.45	7805465000	5960684100	专用设备
002546	新联电子	6.2	5171104400	4847802900	电气设备
002137	麦达数字	8.54	4948215400	2482502200	光学光电子
600330	天通股份	9.48	7872869300	7773329300	新材料
300539	横河模具	13.27	2773430000	693357500	化工合成材料
002371	北方华创	23.62	10818063300	3933116000	半导体及元件
603879	永悦科技	16.53	2380320000	595080000	化学制品
600745	闻泰科技	23.06	14695363000	11145367300	通信设备
300605	恒锋信息	27.69	2325960000	581490000	计算机应用
300579	数字认证	48.31	3864800000	966200000	计算机应用
300653	正海生物	32.83	2626400000	656600000	医疗器械服务
300300	汉鼎宇佑	17.81	8181802100	4859371600	计算机应用
300308	中际装备	38.9	17854887000	8402820100	电气设备
300576	容大感光	20.6	2472000000	618000000	化学制品
300299	富春股份	14.03	7997155500	4242322500	通信设备
600326	西藏天路	10.75	9302883500	9302883500	建筑材料
603300	华铁科技	11.67	4730317800	3245590400	保险及其他
300631	久吾高科	21.92	2249518100	564659200	化学制品
300264	佳创视讯	7.91	3267621000	2518487400	计算机应用
002726	龙大肉食	19.04	8468230400	8362946800	食品加工制造
300024	机器人	22.29	34777741000	33737359000	通用设备
300572	安车检测	48.6	3268544400	810162000	仪器仪表
002564	天沃科技	9.72	7151606600	5516884200	专用设备
002835	同为股份	14.8	3196800000	799200000	计算机设备
603339	四方冷链	25.9	5445377900	1471120000	通用设备
603258	电魂网络	35.1	8424000000	2106000000	传媒
300655	晶瑞股份	25.76	2273318300	568330000	化学制品
002614	奥佳华	16.52	9157300300	4770352900	医疗器械服务
002279	久其软件	12.37	8704202000	3514366200	计算机应用
603389	亚振家居	16.02	3507739200	877086990	家用轻工
603779	威龙股份	20.59	4122118000	1906752400	饮料制造
000751	锌业股份	6.39	9009064700	9009035000	有色冶炼加工
300238	冠昊生物	25.1	6655408100	4713490500	医疗器械服务
601965	中国汽研	9.09	8737125000	8737125000	交运设备服务
600531	豫光金铅	8.18	8918184700	7245454000	有色冶炼加工
603737	三棵树	58.14	5814000000	1757046800	化学制品
300615	欣天科技	29.93	2394400000	598600000	通信设备
300307	慈星股份	10.43	8364860000	8273312800	专用设备
002801	微光股份	37.18	4400067100	1094579200	电气设备
002809	红墙股份	40.31	4837200000	1209300000	化学制品
300427	红相电力	16.75	4752712000	1668336700	电气设备
300099	精准信息	8.6	5679433600	3060054500	专用设备
600760	中航黑豹	33.49	11552053700	11552053700	非汽车交运
002392	北京利尔	6.33	7586881200	4638113700	建筑材料
300183	东软载波	21.7	9835847400	5633326000	半导体及元件
000683	远兴能源	3.16	12326442700	6035877200	基础化学
603225	新凤鸣	35.21	21196420000	2721733000	化工合成材料
002441	众业达	11.72	6335244900	4590302800	电气设备
300588	熙菱信息	37.36	3736000000	934000000	计算机应用
300143	星普医科	28.32	8167123200	4148125300	医疗器械服务
601996	丰林集团	5.38	5155029900	5045493100	家用轻工
600792	云煤能源	5.37	5315889700	5315889700	煤炭开采
603000	人民网	14.75	16308943000	16308943000	通信服务
300033	同花顺	56.73	30498048000	14955171000	计算机应用
601020	华钰矿业	23.63	12437711900	6678940300	有色冶炼加工
300643	万通智控	13.82	2764000000	691000000	汽车零部件
600497	驰宏锌锗	8.02	34565383000	34565383000	有色冶炼加工
002023	海特高新	10.21	7726836100	6731254100	国防军工
603663	三祥新材	25.74	3453021000	1262982010	新材料
300379	东方通	16.84	4665214000	3158063200	计算机应用
002113	天润数娱	13.28	10019492500	6287911200	通信服务
600477	杭萧钢构	12.81	17606328000	16099981000	建筑装饰
300450	先导智能	61.2	24969600000	10341784100	通用设备
603033	三维股份	21.55	2736419000	684859000	化工合成材料
300599	雄塑科技	14.9	4529600000	1132400000	化工合成材料
002845	同兴达	60.91	6132052400	1461840000	光学光电子
300345	红宇新材	7.44	3283238400	2416279500	通用设备
603993	洛阳钼业	6.12	1.32187E+11	79276832000	有色冶炼加工
600354	敦煌种业	8.7	4591878100	3895878100	种植业与林业
603138	海量数据	33.41	3561506000	890376500	计算机应用
601015	陕西黑猫	8.24	7663200000	3658560000	煤炭开采
300248	新开普	16.43	5331738700	3333959000	计算机应用
603160	汇顶科技	92.47	42005267000	4161150000	半导体及元件
300228	富瑞特装	11.23	5321954200	4505511800	通用设备
002157	正邦科技	5.18	11861398000	9665310000	农产品加工
300366	创意信息	14.66	7704946400	2937427500	计算机应用
002635	安洁科技	39.2	27652553000	12477205900	电子制造
603908	牧高笛	41.33	2756297700	689797700	纺织制造
300215	电科院	10.76	8159550000	6424734800	电气设备
002870	香山股份	29.21	3232670700	808240700	仪器仪表
601216	君正集团	5.58	47084137000	47084137000	基础化学
600889	南京化纤	10.25	3147460200	3147460200	化工合成材料
002798	帝王洁具	39.27	3392038800	1267779720	家用轻工
300130	新国都	18.74	4487809100	2948638200	计算机设备
603380	易德龙	20.4	3264000000	816000000	电子制造
600219	南山铝业	3.82	35339213000	27076011000	有色冶炼加工
300276	三丰智能	15.69	5874336000	3135714600	专用设备
300419	浩丰科技	11.87	4365237200	2432752200	计算机应用
002836	新宏泽	31.75	5080000000	1270000000	包装印刷
300549	优德精密	27.51	3668183400	917183400	通用设备
300173	智慧松德	11	6447985500	3443171000	专用设备
600592	龙溪股份	10.53	4207299100	4207299100	通用设备
002618	丹邦科技	10.94	5994244800	5994244800	半导体及元件
002081	金 螳 螂	10.93	28891364000	27664305000	建筑装饰
000796	凯撒旅游	12.99	10430973400	3195480400	景点及旅游
300223	北京君正	25.52	4247400700	2514559600	半导体及元件
002167	东方锆业	12.12	7525865500	5513650200	有色冶炼加工
002321	华英农业	12.11	6470265200	5130274200	养殖业
300208	恒顺众昇	16.7	12800967500	10290616200	电气设备
601137	博威合金	11.67	7319654000	6581046400	有色冶炼加工
300538	同益股份	39.55	2233661400	553700000	贸易
300432	富临精工	23.66	12066367500	3423962300	汽车零部件
601878	浙商证券	18.25	60833335000	6083334600	证券
300037	新宙邦	24.41	9237607300	5507888300	化学制品
300257	开山股份	19.84	17022720000	16254741000	通用设备
300378	鼎捷软件	16.94	4420830800	4420830800	计算机应用
002153	石基信息	23.44	25005528000	11355813700	计算机应用
002859	洁美科技	84.49	8641637200	1966927200	其他电子
600855	航天长峰	20.06	6652245500	6622095400	计算机设备
300458	全志科技	26.58	8842505800	3817546000	半导体及元件
300604	长川科技	32.24	2456494600	614172000	专用设备
000768	中航飞机	19.18	53102612000	53102191000	国防军工
002795	永和智控	20.81	4162000000	1326637500	建筑材料
300226	上海钢联	38.35	6109922000	5678134500	通信服务
603063	禾望电气	20.73	8706600000	1243800000	电气设备
300570	太辰光	18.29	4206641500	1051660370	电子制造
000409	山东地矿	7.72	3944388500	3055004300	综合
002117	东港股份	22.75	8275940700	8273512700	包装印刷
002819	东方中科	26.8	3037512000	759512000	仪器仪表
002401	中远海科	13.75	4169550000	4137222700	计算机应用
300016	北陆药业	14.15	4612804500	3597414600	化学制药
603938	三孚股份	23.44	3519905100	880326700	化学制品
600499	科达洁能	8.89	12547917800	12547917800	专用设备
603336	宏辉果蔬	24.63	3284410500	821410500	农产品加工
002326	永太科技	14.13	11620178900	7303823500	化学制品
300068	南都电源	18.54	14599694000	10931804800	电气设备
002530	金财互联	30.15	14795867000	5158607700	通用设备
300536	农尚环境	16.47	2760260300	690065080	建筑装饰
002241	歌尔股份	20.08	65161687000	54618843000	电子制造
300101	振芯科技	13.25	7367000000	7280355700	国防军工
300117	嘉寓股份	7.59	5440208400	5431859400	建筑材料
002380	科远股份	20.77	4984626500	2951849100	计算机应用
000761	本钢板材	5.98	18753280000	16361280000	钢铁
603007	花王股份	16.69	5564028800	1391528800	建筑装饰
300363	博腾股份	14.7	6246870300	4525133300	化学制药
002064	华峰氨纶	5.56	9323008000	8424306000	化工合成材料
300508	维宏股份	73.35	4167747000	1084869530	计算机应用
300356	光一科技	9.89	4102862700	3050566700	电气设备
002364	中恒电气	14.23	8019529400	6055978500	电气设备
600563	法拉电子	58.06	13063500000	13063500000	半导体及元件
000050	深天马Ａ	21.68	30375821000	26285850000	光学光电子
300398	飞凯材料	18.13	6599320000	2851071200	化学制品
600809	山西汾酒	44.4	38443663000	38443663000	饮料制造
002799	环球印务	18.06	2709000000	1388362500	包装印刷
002104	恒宝股份	10.18	7264936600	7158058400	通信设备
603536	惠发股份	19.51	2341200000	585300000	食品加工制造
300035	中科电气	8.58	4444492000	3186028700	专用设备
002234	民和股份	15.93	4811602800	3284003300	养殖业
002578	闽发铝业	5.05	4989871100	2760117900	有色冶炼加工
603677	奇精机械	31.46	4278560000	1069640000	家用轻工
300346	南大光电	24.45	3933124800	3119137800	光学光电子
002808	苏州恒久	16.3	3129600000	1446141200	其他电子
300606	金太阳	27.94	2492248000	623062000	造纸
603881	数据港	44.87	9449016600	2362405500	计算机应用
300499	高澜股份	22.76	2731336600	1521017700	专用设备
600523	贵航股份	20.4	5891393500	5887507300	汽车零部件
300433	蓝思科技	31.13	81495953000	13791589000	电子制造
300178	腾邦国际	14.6	9027016500	7713071000	景点及旅游
601595	上海电影	24.55	9169425000	2603412800	传媒
002455	百川股份	12.22	5793746400	3860114700	化学制品
603197	保隆科技	44.49	5209812600	1302667200	汽车零部件
300585	奥联电子	17.09	2734400000	683600000	汽车零部件
601688	华泰证券	19.36	1.38671E+11	1.0539E+11	证券
300619	金银河	40.15	2998402000	750002000	专用设备
002439	启明星辰	21.58	19350626000	12416926700	计算机应用
002776	柏堡龙	23.46	5641149500	1751523600	服装家纺
300231	银信科技	12.84	4397822600	3429079800	计算机应用
300055	万邦达	18.12	15677149000	14960142000	环保工程
002686	亿利达	12.42	5503078700	3532713800	通用设备
000790	泰合健康	9.4	4051600900	4047581900	中药
603180	金牌厨柜	71.44	4786480000	1214480000	家用轻工
002227	奥 特 迅	19.47	4295031400	4275992200	电气设备
600199	金种子酒	8.97	4985301800	4985301800	饮料制造
300465	高伟达	11.19	5039768500	3009628800	计算机应用
603918	金桥信息	21.98	3897603500	2711101100	计算机应用
002875	安奈儿	32	3200000000	800000000	服装家纺
002851	麦格米特	36.83	6545617200	1638935000	电气设备
300438	鹏辉能源	27.89	7841325700	3489453000	其他电子
002632	道明光学	9.29	5497088400	5150375800	化学制品
300337	银邦股份	9.66	7939747200	6767433300	有色冶炼加工
300399	京天利	22.28	3386560000	988258100	计算机应用
002771	真视通	25.99	4199989200	1853242700	计算机应用
300108	双龙股份	8.12	5164439200	2685578100	中药
300179	四方达	7.38	3523266200	2395905300	通用设备
300525	博思软件	40.17	2893525400	1692705500	计算机应用
600719	大连热电	7.37	2981899100	2981899100	电力
600408	安泰集团	4.05	4077540000	4077540000	煤炭开采
600111	北方稀土	18.37	66739422000	66739422000	有色冶炼加工
002135	东南网架	8.08	6904620200	5423251800	建筑装饰
002126	银轮股份	10.26	8219097900	6254538200	汽车零部件
002783	凯龙股份	22.65	4726488800	2423578300	化学制品
300598	诚迈科技	31.05	2484000000	621000000	计算机应用
000892	欢瑞世纪	8.03	7877273200	2858182900	传媒
300410	正业科技	35.71	7038718600	2501974000	其他电子
000795	英洛华	7.27	8241883400	4745783900	新材料
603738	泰晶科技	30.15	3417683400	854933400	电子制造
300555	路通视信	15.22	3044000000	761000000	通信服务
600409	三友化工	12.29	25370855000	22741238000	基础化学
002725	跃岭股份	17.71	2833600000	1211385690	汽车零部件
300511	雪榕生物	20.94	4711500000	1996356600	种植业与林业
300479	神思电子	26.35	4216000000	2318800000	计算机设备
000906	浙商中拓	9.74	4975313400	4186130700	贸易
002330	得利斯	9.01	4523020000	4522514500	食品加工制造
300059	东方财富	13.68	58670507000	43614522000	证券
300502	新易盛	24.08	5605824000	2990250500	其他电子
300546	雄帝科技	26.79	3622142000	893446500	其他电子
300093	金刚玻璃	16.43	3548880000	3186557800	建筑材料
002831	裕同科技	67.49	26996675000	2717950500	包装印刷
600038	中直股份	46.06	27151298000	27151298000	国防军工
000561	烽火电子	10.34	6161034200	6141875900	通信设备
000952	广济药业	16.35	4115385100	4114964800	化学制药
002769	普路通	17.75	6686491900	3380077400	物流
000636	风华高科	9.58	8576333200	7784211000	半导体及元件
603667	五洲新春	22.33	4519592000	1129898000	通用设备
002108	沧州明珠	15.5	16906019000	16190456000	化工合成材料
300047	天源迪科	13.03	4661267300	3550336300	计算机应用
300184	力源信息	13.72	9030468400	4048687100	其他电子
300571	平治信息	123.46	4938400000	1234600000	传媒
002031	巨轮智能	3.16	6950090300	5915067600	通用设备
300236	上海新阳	28.78	5576583900	5131000300	化学制品
600879	航天电子	9.47	25751499000	15111354000	国防军工
002873	新天药业	38.75	2669100000	667275000	中药
600435	北方导航	15.34	22846169000	22846169000	国防军工
603331	百达精工	20.46	2603602500	650900120	白色家电
300589	江龙船艇	24.92	2807761300	702021320	国防军工
300581	晨曦航空	34.56	3124224000	781056000	国防军工
600807	天业股份	9.97	8819808300	7846574100	房地产开发
002537	海联金汇	12.02	15041228000	7933200000	通用设备
300045	华力创通	11.31	6516724600	4053354500	计算机设备
002549	凯美特气	8.2	5114340000	5085926400	化学制品
002510	天汽模	7.16	6158810600	4856335900	通用设备
300556	丝路视觉	26.54	2949478700	737812000	传媒
002760	凤形股份	29.58	2603040000	1352571900	通用设备
601666	平煤股份	7.14	16858718000	16858718000	煤炭开采
601231	环旭电子	14.61	31790244000	31790244000	电子制造
002373	千方科技	13.91	15361876000	11718726900	计算机应用
300451	创业软件	29.45	7154855800	3762953200	计算机应用
600740	山西焦化	8.8	6738160000	5780128300	煤炭开采
000612	焦作万方	9.8	11683554100	9791924900	有色冶炼加工
300668	杰恩设计	62.04	2615606400	656383200	建筑装饰
300447	全信股份	21.9	6076840700	2043927000	电气设备
300014	亿纬锂能	23.23	19884545000	19032792000	其他电子
603496	恒为科技	31.06	3106000000	776500000	计算机设备
603825	华扬联众	30.16	4825600000	1206400000	传媒
600117	西宁特钢	7.29	7618912100	5403488300	钢铁
600372	中航电子	16.84	29624304000	29624304000	国防军工
300515	三德科技	15.5	3100000000	1413716300	仪器仪表
002810	山东赫达	28.63	2735882800	686547400	化学制品
300573	兴齐眼药	29.21	2336800000	584200000	化学制药
300409	道氏技术	44.25	9513750000	4902595800	化学制品
300520	科大国创	19.91	4208277200	2242901200	计算机应用
603636	南威软件	11.39	4633811000	1940662400	计算机应用
002174	游族网络	29.59	25486312000	25310082000	传媒
603320	迪贝电气	36.34	3634000000	908500000	电气设备
300575	中旗股份	54.64	4007844000	1002644000	化学制品
300052	中青宝	17.37	4534240500	4519754900	通信服务
002354	天神娱乐	20.54	18458834000	8713214600	传媒
600677	航天通信	14.74	7691209700	6138150000	国防军工
300481	濮阳惠成	28.5	4560000000	2078790000	化学制品
603458	勘设股份	47.06	5842568000	1460642000	建筑装饰
300618	寒锐钴业	95.25	11430000000	2857500000	新材料
000786	北新建材	16.9	30226997000	23282382000	建筑材料
300235	方直科技	15.57	2613130100	1507518000	计算机应用
600862	中航高科	11.42	15908621000	9025452700	国防军工
002882	金龙羽	13.64	5797000000	1091200000	电气设备
300116	坚瑞沃能	10.13	24641474000	6846720700	专用设备
002648	卫星石化	16.06	17083196000	12848000000	基础化学
300629	新劲刚	42.1	2806668100	701668070	通用设备
603042	华脉科技	25.77	3504720000	876180000	通信设备
300526	中潜股份	24.11	4094235200	1442135200	专用设备
000760	斯太尔	9.26	7301460300	6060153900	汽车零部件
300690	双一科技	53.99	3743666600	936186600	新材料
002348	高乐股份	7.09	6715648000	5236780100	家用轻工
603728	鸣志电器	20.94	6700800000	1675200000	电气设备
300224	正海磁材	10.75	8977500900	7902853000	新材料
300073	当升科技	25.18	9217593200	8225955000	化学制品
000759	中百集团	9.79	6667200500	6662867800	零售
600573	惠泉啤酒	10.38	2595000000	2595000000	饮料制造
300627	华测导航	48.35	5763320000	1440830000	其他电子
603811	诚意药业	31.92	2719584000	679896000	化学制药
002849	威星智能	37.28	3230934600	807734580	电气设备
002195	二三四五	8.48	27860584000	15882323000	计算机应用
002177	御银股份	6.05	4605207300	3764046400	计算机设备
600884	杉杉股份	19.96	22410389000	16401461000	综合
300540	深冷股份	27.8	2224000000	556000000	通用设备
002288	超华科技	7.53	7015277400	4967355000	半导体及元件
002172	澳洋科技	8.12	5955975000	4489681200	化工合成材料
603040	新坐标	63.69	3821400000	955350000	通用设备
000498	山东路桥	7.8	8737084700	2762527000	建筑装饰
300128	锦富技术	9.25	7785052000	4938921800	光学光电子
603535	嘉诚国际	28.5	4286400000	1071600000	物流
002528	英飞拓	6.5	6801370900	4456697000	计算机设备
300157	恒泰艾普	10.34	7370063300	6344184700	采掘服务
300102	乾照光电	8.85	6235296800	5318167800	光学光电子
002114	罗平锌电	21.5	6952998200	5843936500	有色冶炼加工
300532	今天国际	25.2	3881545900	1660534300	物流
002652	扬子新材	7.03	3599809900	3037413300	建筑材料
600426	华鲁恒升	11.12	18019758000	17921284000	化学制品
300008	天海防务	9.34	8966551200	5416413700	国防军工
603978	深圳新星	49.86	3988800000	997200000	有色冶炼加工
002391	长青股份	15.15	5446215600	3601376300	化学制品
300486	东杰智能	23	3251760300	1937947500	专用设备
603859	能科股份	28.2	3202392000	800598000	电气设备
002440	闰土股份	19.25	14764750000	11808715300	化学制品
300110	华仁药业	10.87	10718962800	10647746300	化学制药
603078	江化微	61.45	3687000000	921750000	化学制品
603186	华正新材	33.92	4387552000	1097312000	其他电子
300077	国民技术	13.95	7859332400	7559478500	半导体及元件
002805	丰元股份	31.55	3057630400	1692790000	基础化学
300679	电连技术	105.93	12711600000	3177900000	电子制造
002460	赣锋锂业	65.95	48071277000	34267580000	有色冶炼加工
002877	智能自控	22.93	2802963200	700740800	仪器仪表
002199	东晶电子	14.7	3578602700	2079448300	半导体及元件
002019	亿帆医药	21.62	23799255000	12099032600	化学制药
603799	华友钴业	63.36	37551991000	17187794000	有色冶炼加工
002139	拓邦股份	11.23	7638724400	5825766700	电子制造
300344	太空板业	14.71	4968261300	2844463400	建筑材料
601100	恒立液压	18.49	11648700000	11648700000	通用设备
601677	明泰铝业	13.57	6965426700	6482785200	有色冶炼加工
300554	三超新材	48.3	2511600000	627900000	新材料
002748	世龙实业	20.3	4872000000	1656687000	化学制品
601011	宝泰隆	9.15	12512625000	11975022200	煤炭开采
600197	伊力特	21.15	9327150000	9327150000	饮料制造
600259	广晟有色	50.11	15123313000	12943706300	有色冶炼加工
002580	圣阳股份	8.78	3111643500	2500764800	电气设备
300418	昆仑万维	25.21	29221518000	11206121800	传媒
300146	汤臣倍健	14.3	21022743000	12471673500	食品加工制造
300039	上海凯宝	7.41	7939769100	5938871200	中药
300489	中飞股份	23.81	2160757500	1092521850	新材料
000670	盈方微	5.75	4695607300	3450961900	半导体及元件
300531	优博讯	17.96	5028800000	2191048200	其他电子
000970	中科三环	16.39	17458628000	17458628000	新材料
600167	联美控股	23.34	20540273000	4924740000	电力
300601	康泰生物	30	12634260000	1260000000	生物制品
300374	恒通科技	31.81	6192770800	3735243100	建筑材料
300350	华鹏飞	11.2	5976772100	2478227100	物流
002466	天齐锂业	62.23	61878814000	61364009000	有色冶炼加工
600373	中文传媒	24.24	33401266000	31077426000	传媒
600735	新华锦	12.48	4692383900	4692383900	贸易
000799	酒鬼酒	26.63	8652858700	5970491000	饮料制造
002866	传艺科技	27.07	3887974800	971994370	电子制造
300648	星云股份	65.5	4434350000	1113500000	仪器仪表
601016	节能风电	3.93	16331351000	8785750800	电力
002125	湘潭电化	12.72	4396031800	2831586300	基础化学
300212	易华录	25.88	9570065700	7894071800	计算机应用
002190	成飞集成	26.57	9171655300	9171655300	电气设备
300534	陇神戎发	16.63	5044627400	1261302350	中药
300663	科蓝软件	22.52	2959729700	740007200	计算机应用
000600	建投能源	12.91	23129897000	14072470000	电力
600569	安阳钢铁	4.73	11322127600	11322127600	钢铁
002519	银河电子	7.74	8840805000	5986656700	视听器材
002160	常铝股份	8.08	5852101100	3519262400	有色冶炼加工
300319	麦捷科技	8.21	5782450200	3557369200	半导体及元件
300682	朗新科技	17.31	7010550000	778950000	计算机应用
002056	横店东磁	8.54	14036344000	14032824000	其他电子
603123	翠微股份	8.76	4591503400	3227139200	零售
300377	赢时胜	15.92	11821130600	8105558900	计算机应用
600604	市北高新	10.09	18901645000	7699572200	园区开发
000018	神州长城	8.06	13687855000	6075356700	建筑装饰
603528	多伦科技	12.05	7471482000	2260459500	计算机应用
002645	华宏科技	19.3	4042288900	2868505700	专用设备
601600	中国铝业	6.76	1.0075E+11	74088466000	有色冶炼加工
002192	融捷股份	28.56	7415752600	5440412100	电气设备
600643	爱建集团	14.06	20206186000	20162432000	保险及其他
300213	佳讯飞鸿	9.92	5901669700	3196747300	通信设备
300386	飞天诚信	18.95	7921933800	3753331600	计算机设备
000547	航天发展	11.92	17041176000	12098264300	通信设备
